Frequency (Hz)	Level (dB)
4912.261963	-45.306553
4913.607788	-44.937817
4914.953613	-44.613663
4916.299438	-45.162708
4917.645264	-46.150669
4918.991089	-45.721989
4920.336914	-45.740463
4921.682739	-46.621864
4923.028564	-45.662857
4924.374390	-45.677303
4925.720215	-45.913113
4927.066040	-45.612896
4928.411865	-44.865471
4929.757690	-45.715027
4931.103516	-45.712986
4932.449341	-45.239704
4933.795166	-45.109215
4935.140991	-45.436096
4936.486816	-46.511066
4937.832642	-46.408981
4939.178467	-44.418503
4940.524292	-44.422443
4941.870117	-45.477268
4943.215942	-46.171329
4944.561768	-45.663593
4945.907593	-45.366474
4947.253418	-45.421574
4948.599243	-46.164417
4949.945068	-46.166550
4951.290894	-45.358707
4952.636719	-45.696987
4953.982544	-45.379978
4955.328369	-43.662251
4956.674194	-43.941071
4958.020020	-44.996372
4959.365845	-45.199146
4960.711670	-45.597946
4962.057495	-45.467339
4963.403320	-44.403561
4964.749146	-45.128132
4966.094971	-45.938793
4967.440796	-44.986591
4968.786621	-45.526333
4970.132446	-45.180939
4971.478271	-45.034374
4972.824097	-45.586327
4974.169922	-44.144939
4975.515747	-44.891266
4976.861572	-45.993290
4978.207397	-46.133854
4979.553223	-46.672791
4980.899048	-45.742104
4982.244873	-44.573536
4983.590698	-44.720470
4984.936523	-46.335365
4986.282349	-47.318676
4987.628174	-46.821972
4988.973999	-46.333447
4990.319824	-46.329544
4991.665649	-46.399620
4993.011475	-45.857677
4994.357300	-45.527832
4995.703125	-45.474384
4997.048950	-45.928276
4998.394775	-47.013557
4999.740601	-46.795082
5001.086426	-44.467484
5002.432251	-43.682007
5003.778076	-44.875252
5005.123901	-45.727486
5006.469727	-45.702705
5007.815552	-46.183475
5009.161377	-46.672958
5010.507202	-46.337360
5011.853027	-45.385853
5013.198853	-45.434158
5014.544678	-45.552795
5015.890503	-45.780533
5017.236328	-45.999428
5018.582153	-46.136677
5019.927979	-46.117188
5021.273804	-45.877407
5022.619629	-45.317867
5023.965454	-45.945530
5025.311279	-45.343235
5026.657104	-46.813507
5028.002930	-45.878826
5029.348755	-46.049816
5030.694580	-47.512978
5032.040405	-46.622852
5033.386230	-46.061508
5034.732056	-45.643463
5036.077881	-45.680477
5037.423706	-46.206085
5038.769531	-45.818066
5040.115356	-45.755344
5041.461182	-44.722710
5042.807007	-44.930477
5044.152832	-46.802074
5045.498657	-46.872761
5046.844482	-44.649078
5048.190308	-45.231289
5049.536133	-46.596100
5050.881958	-47.338402
5052.227783	-46.586353
5053.573608	-45.427788
5054.919434	-45.224022
5056.265259	-45.283337
5057.611084	-44.787697
5058.956909	-45.045242
5060.302734	-44.989075
5061.648560	-44.983185
5062.994385	-45.237705
5064.340210	-44.462593
5065.686035	-44.840500
5067.031860	-46.131187
5068.377686	-46.419518
5069.723511	-45.294006
5071.069336	-44.836338
5072.415161	-45.590923
5073.760986	-45.747917
5075.106812	-45.420921
5076.452637	-44.710571
5077.798462	-45.066261
5079.144287	-44.727226
5080.490112	-45.125263
5081.835938	-47.724228
5083.181763	-46.939266
5084.527588	-45.548542
5085.873413	-45.031273
5087.219238	-46.618977
5088.565063	-47.595757
5089.910889	-46.429283
5091.256714	-45.622574
5092.602539	-45.697338
5093.948364	-46.370148
5095.294189	-45.563633
5096.640015	-44.827129
5097.985840	-46.143597
5099.331665	-46.543419
5100.677490	-45.155388
5102.023315	-45.437248
5103.369141	-46.189610
5104.714966	-45.464256
5106.060791	-44.740463
5107.406616	-45.009155
5108.752441	-45.773605
5110.098267	-45.284584
5111.444092	-45.752045
5112.789917	-45.894878
5114.135742	-46.125095
5115.481567	-45.538555
5116.827393	-45.964710
5118.173218	-45.712791
5119.519043	-45.652016
5120.864868	-46.622540
5122.210693	-45.173023
5123.556519	-45.691952
5124.902344	-45.613911
5126.248169	-44.729836
5127.593994	-44.671780
5128.939819	-45.790348
5130.285645	-46.478584
5131.631470	-46.220798
5132.977295	-46.590405
5134.323120	-46.098133
5135.668945	-45.708794
5137.014771	-45.976608
5138.360596	-45.997108
5139.706421	-46.136311
5141.052246	-45.562176
5142.398071	-46.152767
5143.743896	-46.365479
5145.089722	-45.662895
5146.435547	-44.679619
5147.781372	-44.660515
5149.127197	-45.769474
5150.473022	-47.204971
5151.818848	-46.555004
5153.164673	-46.429695
5154.510498	-45.779701
5155.856323	-45.819832
5157.202148	-46.298153
5158.547974	-45.627773
5159.893799	-45.431461
5161.239624	-46.326397
5162.585449	-45.880634
5163.931274	-45.918179
5165.277100	-46.446377
5166.622925	-47.158825
5167.968750	-46.069977
5169.314575	-45.584240
5170.660400	-45.279057
5172.006226	-46.105927
5173.352051	-45.638294
5174.697876	-46.559437
5176.043701	-46.291416
5177.389526	-46.869755
5178.735352	-46.345764
5180.081177	-46.449642
5181.427002	-45.324348
5182.772827	-45.410309
5184.118652	-46.514629
5185.464478	-45.785610
5186.810303	-46.112648
5188.156128	-46.564617
5189.501953	-46.124447
5190.847778	-46.196659
5192.193604	-46.036606
5193.539429	-45.348705
5194.885254	-45.458546
5196.231079	-45.521267
5197.576904	-45.402340
5198.922729	-45.003021
5200.268555	-45.602615
5201.614380	-46.493328
5202.960205	-47.045940
5204.306030	-47.193802
5205.651855	-46.288208
5206.997681	-46.028114
5208.343506	-47.286053
5209.689331	-45.624653
5211.035156	-46.426056
5212.380981	-47.602043
5213.726807	-47.857780
5215.072632	-47.841225
5216.418457	-46.702072
5217.764282	-45.352360
5219.110107	-47.132225
5220.455933	-46.900589
5221.801758	-47.175385
5223.147583	-46.680286
5224.493408	-45.339703
5225.839233	-45.015381
5227.185059	-45.197578
5228.530884	-46.607582
5229.876709	-47.829643
5231.222534	-47.348499
5232.568359	-45.669987
5233.914185	-45.944778
5235.260010	-48.231674
5236.605835	-46.969540
5237.951660	-46.726589
5239.297485	-46.374081
5240.643311	-47.252434
5241.989136	-46.811932
5243.334961	-46.396347
5244.680786	-46.210186
5246.026611	-45.798058
5247.372437	-45.857609
5248.718262	-45.898983
5250.064087	-46.204967
5251.409912	-45.284019
5252.755737	-46.190769
5254.101562	-48.130665
5255.447388	-47.088871
5256.793213	-46.618237
5258.139038	-45.337475
5259.484863	-46.290752
5260.830688	-46.840546
5262.176514	-47.274803
5263.522339	-47.022678
5264.868164	-45.560516
5266.213989	-45.562462
5267.559814	-45.591637
5268.905640	-46.297009
5270.251465	-46.382702
5271.597290	-45.426308
5272.943115	-45.489223
5274.288940	-46.011223
5275.634766	-46.436417
5276.980591	-47.150982
5278.326416	-47.052246
5279.672241	-47.858154
5281.018066	-48.561558
5282.363892	-46.407059
5283.709717	-45.352718
5285.055542	-45.961006
5286.401367	-45.490063
5287.747192	-46.845200
5289.093018	-46.778347
5290.438843	-46.269802
5291.784668	-45.134472
5293.130493	-46.855801
5294.476318	-46.617256
5295.822144	-46.699345
5297.167969	-47.265625
5298.513794	-46.737724
5299.859619	-47.162296
5301.205444	-45.892208
5302.551270	-46.044186
5303.897095	-47.651669
5305.242920	-47.386780
5306.588745	-47.720356
5307.934570	-48.613716
5309.280396	-47.173149
5310.626221	-45.164257
5311.972046	-45.600559
5313.317871	-46.056782
5314.663696	-46.714920
5316.009521	-46.047050
5317.355347	-46.426575
5318.701172	-47.147823
5320.046997	-47.003494
5321.392822	-46.977345
5322.738647	-46.843929
5324.084473	-47.150360
5325.430298	-46.389606
5326.776123	-45.206703
5328.121948	-46.745380
5329.467773	-46.771557
5330.813599	-45.525005
5332.159424	-45.600185
5333.505249	-46.141388
5334.851074	-46.854134
5336.196899	-47.810768
5337.542725	-46.798153
5338.888550	-46.430660
5340.234375	-45.672474
5341.580200	-46.089676
5342.926025	-47.220642
5344.271851	-47.457058
5345.617676	-47.024876
5346.963501	-47.871460
5348.309326	-45.915642
5349.655151	-45.706963
5351.000977	-47.242947
5352.346802	-47.191933
5353.692627	-46.501274
5355.038452	-45.919731
5356.384277	-46.967014
5357.730103	-45.621365
5359.075928	-46.337547
5360.421753	-47.680401
5361.767578	-46.660919
5363.113403	-47.188499
5364.459229	-44.963596
5365.805054	-44.942669
5367.150879	-46.588791
5368.496704	-45.830692
5369.842529	-46.094799
5371.188354	-47.271385
5372.534180	-45.212204
5373.880005	-45.635311
5375.225830	-46.376106
5376.571655	-45.948463
5377.917480	-45.880188
5379.263306	-44.702122
5380.609131	-45.748386
5381.954956	-46.526169
5383.300781	-47.274307
5384.646606	-45.559475
5385.992432	-44.477303
5387.338257	-45.638874
5388.684082	-47.468159
5390.029907	-47.031746
5391.375732	-46.991322
5392.721558	-48.086430
5394.067383	-47.211067
5395.413208	-46.234169
5396.759033	-47.038486
5398.104858	-47.310192
5399.450684	-46.171947
5400.796509	-47.338676
5402.142334	-47.188606
5403.488159	-47.302856
5404.833984	-47.924892
5406.179810	-48.211964
5407.525635	-47.887962
5408.871460	-46.178905
5410.217285	-46.743809
5411.563110	-48.088692
5412.908936	-47.372311
5414.254761	-45.515461
5415.600586	-46.585381
5416.946411	-48.496780
5418.292236	-47.704651
5419.638062	-46.927116
5420.983887	-47.046906
5422.329712	-47.529755
5423.675537	-47.210056
5425.021362	-46.537117
5426.367188	-47.370060
5427.713013	-46.781879
5429.058838	-46.417290
5430.404663	-46.100399
5431.750488	-46.195961
5433.096313	-46.344879
5434.442139	-46.603268
5435.787964	-47.654560
5437.133789	-46.994213
5438.479614	-46.520264
5439.825439	-45.735634
5441.171265	-46.050835
5442.517090	-47.122540
5443.862915	-47.720341
5445.208740	-47.390781
5446.554565	-46.779987
5447.900391	-47.039715
5449.246216	-46.806355
5450.592041	-46.669048
5451.937866	-46.641319
5453.283691	-47.037640
5454.629517	-46.151417
5455.975342	-45.802074
5457.321167	-46.077950
5458.666992	-46.125019
5460.012817	-47.885395
5461.358643	-47.583294
5462.704468	-46.193439
5464.050293	-46.289036
5465.396118	-47.333675
5466.741943	-46.315689
5468.087769	-45.804134
5469.433594	-46.049061
5470.779419	-47.512104
5472.125244	-46.627098
5473.471069	-45.522808
5474.816895	-45.688229
5476.162720	-47.209908
5477.508545	-47.660225
5478.854370	-46.036919
5480.200195	-45.128559
5481.546021	-45.638454
5482.891846	-46.971313
5484.237671	-48.178711
5485.583496	-46.408215
5486.929321	-46.894711
5488.275146	-47.660187
5489.620972	-48.111485
5490.966797	-48.003128
5492.312622	-46.999065
5493.658447	-46.054382
5495.004272	-46.540337
5496.350098	-47.483822
5497.695923	-46.504356
5499.041748	-47.739502
5500.387573	-48.105984
5501.733398	-47.491348
5503.079224	-46.430447
5504.425049	-46.653381
5505.770874	-47.685780
5507.116699	-47.179665
5508.462524	-46.631851
5509.808350	-46.085857
5511.154175	-46.452465
5512.500000	-47.539108
5513.845825	-46.033825
5515.191650	-46.377876
5516.537476	-46.633968
5517.883301	-47.653019
5519.229126	-47.033581
5520.574951	-47.172497
5521.920776	-47.061863
5523.266602	-48.083817
5524.612427	-47.482063
5525.958252	-47.485134
5527.304077	-46.218315
5528.649902	-46.207050
5529.995728	-47.131115
5531.341553	-48.008850
5532.687378	-46.249561
5534.033203	-46.380363
5535.379028	-47.927570
5536.724854	-48.152855
5538.070679	-46.713673
5539.416504	-46.689674
5540.762329	-47.860126
5542.108154	-46.967529
5543.453979	-47.395168
5544.799805	-47.273312
5546.145630	-46.447163
5547.491455	-46.625755
5548.837280	-46.533840
5550.183105	-47.363541
5551.528931	-48.831478
5552.874756	-48.030521
5554.220581	-46.512390
5555.566406	-47.219456
5556.912231	-47.512642
5558.258057	-46.472740
5559.603882	-45.920341
5560.949707	-45.817970
5562.295532	-46.265305
5563.641357	-45.544334
5564.987183	-45.405380
5566.333008	-46.297371
5567.678833	-47.431950
5569.024658	-46.263035
5570.370483	-46.377735
5571.716309	-47.178638
5573.062134	-46.964607
5574.407959	-47.973133
5575.753784	-48.605431
5577.099609	-47.334179
5578.445435	-46.427952
5579.791260	-46.510723
5581.137085	-47.518616
5582.482910	-46.736847
5583.828735	-46.806068
5585.174561	-46.735313
5586.520386	-47.056213
5587.866211	-47.374233
5589.212036	-48.184975
5590.557861	-47.431637
5591.903687	-47.664116
5593.249512	-47.391460
5594.595337	-47.776920
5595.941162	-47.819149
5597.286987	-47.168793
5598.632812	-46.637314
5599.978638	-47.237030
5601.324463	-46.852257
5602.670288	-47.273212
5604.016113	-47.987595
5605.361938	-47.111588
5606.707764	-47.806488
5608.053589	-46.894711
5609.399414	-47.149181
5610.745239	-47.535202
5612.091064	-47.303581
5613.436890	-47.561523
5614.782715	-48.148827
5616.128540	-46.783184
5617.474365	-48.545879
5618.820190	-47.539600
5620.166016	-46.654865
5621.511841	-46.158958
5622.857666	-46.679955
5624.203491	-47.807049
5625.549316	-48.392525
5626.895142	-48.704967
5628.240967	-49.131432
5629.586792	-47.369385
5630.932617	-47.156761
5632.278442	-47.676853
5633.624268	-46.866390
5634.970093	-46.886555
5636.315918	-46.560329
5637.661743	-47.482010
5639.007568	-47.761440
5640.353394	-47.532860
5641.699219	-47.340012
5643.045044	-48.096340
5644.390869	-47.467457
5645.736694	-46.769817
5647.082520	-47.025036
5648.428345	-48.455257
5649.774170	-48.417236
5651.119995	-46.973274
5652.465820	-46.455956
5653.811646	-48.044670
5655.157471	-47.943672
5656.503296	-46.964241
5657.849121	-47.466145
5659.194946	-47.443813
5660.540771	-46.870819
5661.886597	-47.148899
5663.232422	-47.165127
5664.578247	-47.974213
5665.924072	-48.094597
5667.269897	-47.872242
5668.615723	-48.475639
5669.961548	-48.378693
5671.307373	-47.491192
5672.653198	-47.320778
5673.999023	-46.435383
5675.344849	-46.315659
5676.690674	-46.513397
5678.036499	-47.625195
5679.382324	-48.808029
5680.728149	-48.591381
5682.073975	-47.759621
5683.419800	-47.434307
5684.765625	-47.292797
5686.111450	-47.258533
5687.457275	-48.615887
5688.803101	-48.194592
5690.148926	-46.514931
5691.494751	-47.486496
5692.840576	-47.541775
5694.186401	-47.663059
5695.532227	-47.103653
5696.878052	-48.673534
5698.223877	-47.900089
5699.569702	-46.226772
5700.915527	-46.734882
5702.261353	-46.381714
5703.607178	-46.741512
5704.953003	-47.812943
5706.298828	-47.384998
5707.644653	-47.255898
5708.990479	-47.025753
5710.336304	-47.681816
5711.682129	-46.440697
5713.027954	-46.663719
5714.373779	-47.420910
5715.719604	-46.798786
5717.065430	-47.749752
5718.411255	-48.366093
5719.757080	-47.890129
5721.102905	-47.561497
5722.448730	-47.878368
5723.794556	-47.447792
5725.140381	-47.992706
5726.486206	-50.574299
5727.832031	-49.127239
5729.177856	-48.699024
5730.523682	-47.288372
5731.869507	-47.040981
5733.215332	-48.533325
5734.561157	-47.262814
5735.906982	-47.684452
5737.252808	-47.608906
5738.598633	-47.232185
5739.944458	-47.294960
5741.290283	-47.290466
5742.636108	-48.307003
5743.981934	-47.985970
5745.327759	-47.808716
5746.673584	-47.560501
5748.019409	-47.519936
5749.365234	-47.158443
5750.711060	-47.289425
5752.056885	-47.782112
5753.402710	-47.231731
5754.748535	-47.221882
5756.094360	-47.505772
5757.440186	-46.839981
5758.786011	-48.476688
5760.131836	-48.006275
5761.477661	-47.014809
5762.823486	-46.373234
5764.169312	-47.234306
5765.515137	-47.618603
5766.860962	-47.981617
5768.206787	-48.268879
5769.552612	-49.305622
5770.898438	-48.651104
5772.244263	-48.965649
5773.590088	-47.782444
5774.935913	-48.047901
5776.281738	-48.201149
5777.627563	-47.500134
5778.973389	-47.435246
5780.319214	-48.076534
5781.665039	-48.014458
5783.010864	-47.989574
5784.356689	-48.094078
5785.702515	-47.154251
5787.048340	-47.893406
5788.394165	-48.397415
5789.739990	-48.382580
5791.085815	-48.212372
5792.431641	-47.676418
5793.777466	-47.173290
5795.123291	-47.132526
5796.469116	-47.630127
5797.814941	-46.872387
5799.160767	-46.839294
5800.506592	-47.939419
5801.852417	-48.813698
5803.198242	-47.852001
5804.544067	-47.543652
5805.889893	-46.955463
5807.235718	-47.011860
5808.581543	-46.132633
5809.927368	-47.227734
5811.273193	-47.405338
5812.619019	-47.799900
5813.964844	-48.131866
5815.310669	-48.399448
5816.656494	-49.218208
5818.002319	-48.529083
5819.348145	-47.898094
5820.693970	-48.168175
5822.039795	-48.443020
5823.385620	-48.281719
5824.731445	-47.371208
5826.077271	-47.438992
5827.423096	-47.802235
5828.768921	-47.359917
5830.114746	-47.348862
5831.460571	-47.679592
5832.806396	-49.116653
5834.152222	-47.970711
5835.498047	-47.737759
5836.843872	-49.137798
5838.189697	-50.517597
5839.535522	-47.677826
5840.881348	-48.310669
5842.227173	-49.136955
5843.572998	-47.289772
5844.918823	-46.511600
5846.264648	-46.672588
5847.610474	-48.232994
5848.956299	-48.078701
5850.302124	-47.087524
5851.647949	-46.712372
5852.993774	-48.289349
5854.339600	-47.038715
5855.685425	-47.734070
5857.031250	-49.061283
5858.377075	-47.870922
5859.722900	-47.265083
5861.068726	-47.013252
5862.414551	-46.957542
5863.760376	-48.013729
5865.106201	-46.943764
5866.452026	-47.788517
5867.797852	-48.496647
5869.143677	-47.865982
5870.489502	-47.505100
5871.835327	-48.598709
5873.181152	-49.709076
5874.526978	-48.300766
5875.872803	-47.364422
5877.218628	-48.021233
5878.564453	-46.922928
5879.910278	-48.016354
5881.256104	-48.754967
5882.601929	-47.646313
5883.947754	-47.483517
5885.293579	-48.804279
5886.639404	-48.506580
5887.985229	-49.018921
5889.331055	-48.498734
5890.676880	-48.464649
5892.022705	-47.283150
5893.368530	-47.318546
5894.714355	-47.852242
5896.060181	-48.060040
5897.406006	-47.918884
5898.751831	-47.998867
5900.097656	-48.172440
5901.443481	-47.864769
5902.789307	-47.643871
5904.135132	-46.992092
5905.480957	-47.487026
5906.826782	-47.620068
5908.172607	-47.283974
5909.518433	-46.965691
5910.864258	-47.724728
5912.210083	-46.767101
5913.555908	-48.140957
5914.901733	-48.821606
5916.247559	-49.131603
5917.593384	-48.135880
5918.939209	-48.719185
5920.285034	-47.386532
5921.630859	-46.908230
5922.976685	-47.664352
5924.322510	-47.999794
5925.668335	-48.712109
5927.014160	-49.432777
5928.359985	-49.130630
5929.705811	-47.815079
5931.051636	-46.682957
5932.397461	-47.354919
5933.743286	-47.139339
5935.089111	-47.638920
5936.434937	-49.367638
5937.780762	-48.524029
5939.126587	-48.073074
5940.472412	-48.369984
5941.818237	-47.843361
5943.164062	-47.764954
5944.509888	-46.928375
5945.855713	-46.793232
5947.201538	-47.244602
5948.547363	-47.613701
5949.893188	-47.248306
5951.239014	-47.678467
5952.584839	-47.591995
5953.930664	-47.317116
5955.276489	-48.318806
5956.622314	-48.722439
5957.968140	-48.594177
5959.313965	-49.068985
5960.659790	-48.985455
5962.005615	-48.244602
5963.351440	-47.765827
5964.697266	-48.364445
5966.043091	-48.606998
5967.388916	-49.014706
5968.734741	-48.204430
5970.080566	-48.578396
5971.426392	-49.209988
5972.772217	-49.232643
5974.118042	-49.591877
5975.463867	-47.894543
5976.809692	-47.162128
5978.155518	-48.196377
5979.501343	-48.765747
5980.847168	-48.848969
5982.192993	-47.709816
5983.538818	-48.815731
5984.884644	-47.393147
5986.230469	-47.240406
5987.576294	-47.036671
5988.922119	-48.062756
5990.267944	-48.264030
5991.613770	-49.384941
5992.959595	-49.159500
5994.305420	-48.053001
5995.651245	-47.063564
5996.997070	-47.259205
5998.342896	-48.662395
5999.688721	-48.764301
6001.034546	-48.533230
6002.380371	-48.983173
6003.726196	-48.798485
6005.072021	-47.983906
6006.417847	-48.371716
6007.763672	-48.784328
6009.109497	-48.216854
6010.455322	-48.295052
6011.801147	-48.693111
6013.146973	-47.491127
6014.492798	-46.914627
6015.838623	-47.669155
6017.184448	-48.231915
6018.530273	-48.751240
6019.876099	-49.124252
6021.221924	-48.847382
6022.567749	-48.756622
6023.913574	-49.071743
6025.259399	-48.850883
6026.605225	-48.975677
6027.951050	-48.747574
6029.296875	-48.843182
6030.642700	-48.735661
6031.988525	-48.858185
6033.334351	-47.963287
6034.680176	-48.496666
6036.026001	-49.939564
6037.371826	-49.524517
6038.717651	-49.106415
6040.063477	-47.082123
6041.409302	-46.674702
6042.755127	-48.216572
6044.100952	-49.930332
6045.446777	-49.562126
6046.792603	-48.379120
6048.138428	-47.176659
6049.484253	-47.906769
6050.830078	-48.218681
6052.175903	-46.828362
6053.521729	-47.860271
6054.867554	-48.267632
6056.213379	-48.963268
6057.559204	-47.633701
6058.905029	-47.212688
6060.250854	-48.669266
6061.596680	-48.958733
6062.942505	-48.497406
6064.288330	-48.606045
6065.634155	-47.616699
6066.979980	-46.991848
6068.325806	-47.836979
6069.671631	-47.879684
6071.017456	-47.834667
6072.363281	-47.100182
6073.709106	-47.839039
6075.054932	-48.759609
6076.400757	-48.718044
6077.746582	-49.031776
6079.092407	-48.439644
6080.438232	-48.523155
6081.784058	-49.415131
6083.129883	-47.686455
6084.475708	-48.059563
6085.821533	-48.475353
6087.167358	-48.650635
6088.513184	-49.781937
6089.859009	-49.512150
6091.204834	-49.181305
6092.550659	-48.165573
6093.896484	-48.010811
6095.242310	-49.144009
6096.588135	-49.630283
6097.933960	-48.915260
6099.279785	-48.239342
6100.625610	-49.134193
6101.971436	-48.443958
6103.317261	-48.236885
6104.663086	-49.122883
6106.008911	-48.450386
6107.354736	-49.090290
6108.700562	-49.388790
6110.046387	-48.779320
6111.392212	-50.117374
6112.738037	-48.831226
6114.083862	-48.516010
6115.429688	-49.616058
6116.775513	-48.455856
6118.121338	-48.032093
6119.467163	-48.599373
6120.812988	-48.849922
6122.158813	-49.321327
6123.504639	-48.666691
6124.850464	-48.397594
6126.196289	-48.733505
6127.542114	-49.064461
6128.887939	-48.843929
6130.233765	-49.353310
6131.579590	-48.165665
6132.925415	-47.881428
6134.271240	-48.892818
6135.617065	-49.655331
6136.962891	-48.276443
6138.308716	-48.378063
6139.654541	-49.213963
6141.000366	-48.249596
6142.346191	-48.790768
6143.692017	-49.859814
6145.037842	-48.321545
6146.383667	-48.376266
6147.729492	-49.027203
6149.075317	-49.949535
6150.421143	-49.424995
6151.766968	-47.542789
6153.112793	-47.785881
6154.458618	-49.457348
6155.804443	-50.429958
6157.150269	-48.498535
6158.496094	-48.473965
6159.841919	-49.391106
6161.187744	-49.481773
6162.533569	-49.453442
6163.879395	-49.710934
6165.225220	-49.853012
6166.571045	-48.855099
6167.916870	-49.509666
6169.262695	-49.499634
6170.608521	-49.597740
6171.954346	-49.608311
6173.300171	-48.975296
6174.645996	-48.420921
6175.991821	-48.946182
6177.337646	-48.870804
6178.683472	-48.512440
6180.029297	-48.745007
6181.375122	-48.882526
6182.720947	-48.947510
6184.066772	-47.790318
6185.412598	-48.441128
6186.758423	-48.843178
6188.104248	-47.455849
6189.450073	-48.149094
6190.795898	-49.668209
6192.141724	-49.667927
6193.487549	-49.010887
6194.833374	-48.241108
6196.179199	-49.045227
6197.525024	-48.786129
6198.870850	-48.556255
6200.216675	-47.662392
6201.562500	-48.717220
6202.908325	-49.634239
6204.254150	-48.498627
6205.599976	-48.469830
6206.945801	-50.430828
6208.291626	-50.213860
6209.637451	-49.424717
6210.983276	-48.637291
6212.329102	-49.235592
6213.674927	-49.882572
6215.020752	-48.590397
6216.366577	-48.095612
6217.712402	-49.160595
6219.058228	-49.474411
6220.404053	-49.561646
6221.749878	-48.675285
6223.095703	-48.612438
6224.441528	-49.259762
6225.787354	-49.193100
6227.133179	-48.375412
6228.479004	-49.214699
6229.824829	-48.732235
6231.170654	-48.368767
6232.516479	-47.951305
6233.862305	-48.157181
6235.208130	-49.011181
6236.553955	-49.407696
6237.899780	-50.077385
6239.245605	-48.612110
6240.591431	-47.887871
6241.937256	-48.175632
6243.283081	-48.072361
6244.628906	-48.427219
6245.974731	-49.701660
6247.320557	-50.466824
6248.666382	-49.237297
6250.012207	-48.859264
6251.358032	-49.711773
6252.703857	-49.333412
6254.049683	-49.752865
6255.395508	-49.505039
6256.741333	-48.862968
6258.087158	-48.956341
6259.432983	-48.951416
6260.778809	-50.095127
6262.124634	-51.397976
6263.470459	-50.589314
6264.816284	-49.804306
6266.162109	-48.596664
6267.507935	-47.872303
6268.853760	-47.946262
6270.199585	-47.767376
6271.545410	-48.209042
6272.891235	-48.658581
6274.237061	-49.517879
6275.582886	-48.560394
6276.928711	-48.618160
6278.274536	-48.995255
6279.620361	-48.705585
6280.966187	-49.054707
6282.312012	-49.381870
6283.657837	-49.064445
6285.003662	-48.799892
6286.349487	-48.964699
6287.695312	-48.891453
6289.041138	-49.124256
6290.386963	-49.506470
6291.732788	-48.719193
6293.078613	-49.763290
6294.424438	-49.423512
6295.770264	-50.166794
6297.116089	-51.264046
6298.461914	-50.217491
6299.807739	-47.973335
6301.153564	-48.438351
6302.499390	-48.639183
6303.845215	-48.992031
6305.191040	-49.422153
6306.536865	-49.842651
6307.882690	-48.957451
6309.228516	-49.130978
6310.574341	-50.106453
6311.920166	-51.965065
6313.265991	-51.339573
6314.611816	-50.083584
6315.957642	-49.703751
6317.303467	-50.106449
6318.649292	-50.093128
6319.995117	-49.411228
6321.340942	-49.087688
6322.686768	-48.823586
6324.032593	-49.599163
6325.378418	-49.732605
6326.724243	-49.514359
6328.070068	-50.071629
6329.415894	-48.997189
6330.761719	-48.938854
6332.107544	-49.497147
6333.453369	-49.267368
6334.799194	-49.213932
6336.145020	-48.520744
6337.490845	-48.274956
6338.836670	-48.923016
6340.182495	-48.492973
6341.528320	-48.401070
6342.874146	-49.296471
6344.219971	-50.807365
6345.565796	-49.385380
6346.911621	-49.687321
6348.257446	-50.236095
6349.603271	-49.569054
6350.949097	-48.406086
6352.294922	-48.759598
6353.640747	-49.504009
6354.986572	-48.494858
6356.332397	-48.608418
6357.678223	-48.555759
6359.024048	-49.490051
6360.369873	-49.129539
6361.715698	-49.270191
6363.061523	-48.994312
6364.407349	-48.718437
6365.753174	-50.313061
6367.098999	-49.900238
6368.444824	-48.810600
6369.790649	-49.686832
6371.136475	-50.212563
6372.482300	-49.567451
6373.828125	-49.616894
6375.173950	-49.098957
6376.519775	-49.452087
6377.865601	-48.587246
6379.211426	-48.761581
6380.557251	-49.642303
6381.903076	-49.605316
6383.248901	-49.969650
6384.594727	-49.326275
6385.940552	-49.831501
6387.286377	-49.456905
6388.632202	-50.506863
6389.978027	-49.933720
6391.323853	-49.097168
6392.669678	-49.581913
6394.015503	-50.854523
6395.361328	-50.315418
6396.707153	-48.844925
6398.052979	-49.328091
6399.398804	-50.035698
6400.744629	-49.576878
6402.090454	-49.400845
6403.436279	-50.106247
6404.782104	-49.106468
6406.127930	-48.509636
6407.473755	-48.633286
6408.819580	-49.088318
6410.165405	-49.387512
6411.511230	-49.055080
6412.857056	-48.739700
6414.202881	-49.507431
6415.548706	-49.907063
6416.894531	-50.138447
6418.240356	-50.107738
6419.586182	-49.334145
6420.932007	-50.439159
6422.277832	-49.611206
6423.623657	-50.140446
6424.969482	-49.974281
6426.315308	-48.976795
6427.661133	-49.465164
6429.006958	-49.772259
6430.352783	-49.374474
6431.698608	-49.263153
6433.044434	-50.289474
6434.390259	-49.769520
6435.736084	-49.038326
6437.081909	-50.221142
6438.427734	-51.063953
6439.773560	-50.908840
6441.119385	-49.825981
6442.465210	-49.791359
6443.811035	-50.254749
6445.156860	-49.688129
6446.502686	-49.440022
6447.848511	-49.661880
6449.194336	-50.159306
6450.540161	-50.203297
6451.885986	-49.499889
6453.231812	-49.964172
6454.577637	-49.795734
6455.923462	-49.633068
6457.269287	-49.463032
6458.615112	-50.157841
6459.960938	-49.896122
6461.306763	-49.374306
6462.652588	-49.670692
6463.998413	-49.363590
6465.344238	-49.558311
6466.690063	-50.224697
6468.035889	-50.773422
6469.381714	-49.073887
6470.727539	-48.687954
6472.073364	-49.866055
6473.419189	-49.948074
6474.765015	-49.280598
6476.110840	-49.764458
6477.456665	-49.863262
6478.802490	-49.037682
