Frequency (Hz)	Level (dB)
4251.461792	-41.678612
4252.807617	-42.061798
4254.153442	-42.652386
4255.499268	-41.439571
4256.845093	-41.655331
4258.190918	-42.934971
4259.536743	-41.789509
4260.882568	-41.542030
4262.228394	-42.239716
4263.574219	-41.584164
4264.920044	-41.656487
4266.265869	-41.958214
4267.611694	-41.292099
4268.957520	-42.955227
4270.303345	-42.836380
4271.649170	-42.505363
4272.994995	-41.266911
4274.340820	-40.570126
4275.686646	-41.591534
4277.032471	-41.557167
4278.378296	-41.890160
4279.724121	-42.031273
4281.069946	-42.525166
4282.415771	-41.620941
4283.761597	-41.633148
4285.107422	-42.002132
4286.453247	-41.455040
4287.799072	-42.197769
4289.144897	-42.032196
4290.490723	-42.090176
4291.836548	-41.082939
4293.182373	-41.864204
4294.528198	-42.435780
4295.874023	-43.134239
4297.219849	-43.442799
4298.565674	-43.535786
4299.911499	-42.519352
4301.257324	-41.826923
4302.603149	-42.050396
4303.948975	-42.394703
4305.294800	-42.712826
4306.640625	-43.056824
4307.986450	-42.742935
4309.332275	-41.446728
4310.678101	-41.614658
4312.023926	-42.902473
4313.369751	-42.326614
4314.715576	-43.158653
4316.061401	-43.104973
4317.407227	-42.899471
4318.753052	-41.230373
4320.098877	-41.709087
4321.444702	-42.691528
4322.790527	-42.287945
4324.136353	-42.645718
4325.482178	-43.171680
4326.828003	-41.453018
4328.173828	-41.257107
4329.519653	-41.673515
4330.865479	-41.956234
4332.211304	-42.752987
4333.557129	-42.327946
4334.902954	-41.679291
4336.248779	-42.281315
4337.594604	-42.396145
4338.940430	-42.679996
4340.286255	-44.387550
4341.632080	-43.391281
4342.977905	-42.184341
4344.323730	-41.717175
4345.669556	-43.137249
4347.015381	-41.665462
4348.361206	-41.038181
4349.707031	-42.198711
4351.052856	-42.576553
4352.398682	-42.945496
4353.744507	-43.530674
4355.090332	-42.686615
4356.436157	-43.144196
4357.781982	-41.781990
4359.127808	-40.705292
4360.473633	-41.582317
4361.819458	-42.178467
4363.165283	-41.417557
4364.511108	-41.514244
4365.856934	-42.402275
4367.202759	-43.680214
4368.548584	-42.815304
4369.894409	-42.724899
4371.240234	-41.836113
4372.586060	-41.498013
4373.931885	-41.325794
4375.277710	-41.917805
4376.623535	-42.744125
4377.969360	-42.470531
4379.315186	-42.579586
4380.661011	-42.299744
4382.006836	-42.909119
4383.352661	-42.952991
4384.698486	-42.354862
4386.044312	-42.774765
4387.390137	-42.187698
4388.735962	-42.691818
4390.081787	-42.728161
4391.427612	-43.212769
4392.773438	-44.655952
4394.119263	-42.528877
4395.465088	-41.516815
4396.810913	-41.748199
4398.156738	-41.273525
4399.502563	-42.426613
4400.848389	-41.597076
4402.194214	-42.084694
4403.540039	-41.891926
4404.885864	-41.134743
4406.231689	-41.807594
4407.577515	-42.297600
4408.923340	-41.934418
4410.269165	-43.385262
4411.614990	-43.787075
4412.960815	-42.236134
4414.306641	-41.322147
4415.652466	-41.556816
4416.998291	-42.779331
4418.344116	-42.412731
4419.689941	-42.294895
4421.035767	-41.913677
4422.381592	-41.834358
4423.727417	-41.181709
4425.073242	-41.502144
4426.419067	-42.078838
4427.764893	-42.391380
4429.110718	-42.256912
4430.456543	-42.573166
4431.802368	-42.296127
4433.148193	-41.977295
4434.494019	-41.069805
4435.839844	-43.024071
4437.185669	-43.796913
4438.531494	-41.535194
4439.877319	-41.853146
4441.223145	-41.641125
4442.568970	-41.526421
4443.914795	-42.084423
4445.260620	-40.838242
4446.606445	-40.462048
4447.952271	-41.391949
4449.298096	-42.041458
4450.643921	-42.786243
4451.989746	-42.428719
4453.335571	-42.280151
4454.681396	-42.158787
4456.027222	-41.704475
4457.373047	-41.413319
4458.718872	-41.251545
4460.064697	-42.344292
4461.410522	-41.991295
4462.756348	-41.609180
4464.102173	-41.713936
4465.447998	-41.250652
4466.793823	-41.807446
4468.139648	-42.256039
4469.485474	-41.849300
4470.831299	-42.692554
4472.177124	-42.006207
4473.522949	-41.988022
4474.868774	-42.109383
4476.214600	-42.460194
4477.560425	-41.308960
4478.906250	-42.186909
4480.252075	-42.487499
4481.597900	-41.208931
4482.943726	-42.549465
4484.289551	-41.925335
4485.635376	-41.696999
4486.981201	-41.905567
4488.327026	-42.012917
4489.672852	-42.675369
4491.018677	-42.917965
4492.364502	-43.290657
4493.710327	-43.184563
4495.056152	-42.651249
4496.401978	-41.450958
4497.747803	-42.712425
4499.093628	-43.463314
4500.439453	-42.025314
4501.785278	-41.537212
4503.131104	-41.391323
4504.476929	-41.013817
4505.822754	-41.895546
4507.168579	-41.652622
4508.514404	-41.967941
4509.860229	-42.285656
4511.206055	-42.649475
4512.551880	-42.857944
4513.897705	-41.960754
4515.243530	-42.786777
4516.589355	-43.449711
4517.935181	-42.149246
4519.281006	-42.339893
4520.626831	-41.841660
4521.972656	-42.040169
4523.318481	-42.521797
4524.664307	-42.659504
4526.010132	-42.485302
4527.355957	-41.382114
4528.701782	-40.588936
4530.047607	-40.723961
4531.393433	-41.706802
4532.739258	-40.993149
4534.085083	-41.378063
4535.430908	-41.473351
4536.776733	-41.991192
4538.122559	-42.841854
4539.468384	-42.772991
4540.814209	-42.238102
4542.160034	-41.456615
4543.505859	-42.625889
4544.851685	-43.381016
4546.197510	-42.308857
4547.543335	-42.439507
4548.889160	-41.900036
4550.234985	-41.971725
4551.580811	-42.329571
4552.926636	-41.952694
4554.272461	-42.150070
4555.618286	-42.299152
4556.964111	-41.437405
4558.309937	-41.971199
4559.655762	-42.850422
4561.001587	-42.696278
4562.347412	-42.308945
4563.693237	-41.696899
4565.039062	-41.832569
4566.384888	-41.705738
4567.730713	-41.669392
4569.076538	-42.487640
4570.422363	-42.494766
4571.768188	-41.646534
4573.114014	-41.050362
4574.459839	-41.262859
4575.805664	-41.913761
4577.151489	-41.730663
4578.497314	-42.494160
4579.843140	-42.489742
4581.188965	-43.249226
4582.534790	-41.641129
4583.880615	-42.258896
4585.226440	-42.944778
4586.572266	-41.963284
4587.918091	-40.847172
4589.263916	-41.649002
4590.609741	-42.254250
4591.955566	-43.220623
4593.301392	-41.236721
4594.647217	-41.412720
4595.993042	-42.047981
4597.338867	-41.933979
4598.684692	-42.041248
4600.030518	-42.799660
4601.376343	-41.677311
4602.722168	-41.669510
4604.067993	-41.981319
4605.413818	-41.566692
4606.759644	-41.043125
4608.105469	-40.750828
4609.451294	-40.827381
4610.797119	-41.321362
4612.142944	-41.650539
4613.488770	-42.486221
4614.834595	-41.904266
4616.180420	-43.166779
4617.526245	-41.965107
4618.872070	-42.502808
4620.217896	-42.924255
4621.563721	-41.049046
4622.909546	-40.725151
4624.255371	-41.824883
4625.601196	-41.806599
4626.947021	-41.612091
4628.292847	-42.484550
4629.638672	-43.474819
4630.984497	-43.639992
4632.330322	-42.430710
4633.676147	-42.208862
4635.021973	-43.792374
4636.367798	-43.071434
4637.713623	-42.294136
4639.059448	-43.292068
4640.405273	-42.336525
4641.751099	-42.867275
4643.096924	-42.948078
4644.442749	-41.305725
4645.788574	-41.723072
4647.134399	-42.510983
4648.480225	-42.513302
4649.826050	-42.492287
4651.171875	-43.137589
4652.517700	-43.165756
4653.863525	-42.446102
4655.209351	-42.769432
4656.555176	-42.411289
4657.901001	-42.783024
4659.246826	-43.129356
4660.592651	-42.491856
4661.938477	-42.051624
4663.284302	-41.747692
4664.630127	-42.572689
4665.975952	-42.256668
4667.321777	-42.706814
4668.667603	-43.198730
4670.013428	-43.281952
4671.359253	-42.833340
4672.705078	-42.221184
4674.050903	-42.320328
4675.396729	-42.554401
4676.742554	-41.964043
4678.088379	-41.422447
4679.434204	-41.709957
4680.780029	-42.145596
4682.125854	-41.961060
4683.471680	-42.556046
4684.817505	-42.244980
4686.163330	-42.344929
4687.509155	-41.958458
4688.854980	-40.354927
4690.200806	-40.359837
4691.546631	-42.406399
4692.892456	-43.815067
4694.238281	-42.749401
4695.584106	-41.734795
4696.929932	-41.372124
4698.275757	-42.018944
4699.621582	-42.410137
4700.967407	-42.536289
4702.313232	-41.711662
4703.659058	-41.246487
4705.004883	-41.169399
4706.350708	-41.304855
4707.696533	-42.518219
4709.042358	-42.224609
4710.388184	-42.041576
4711.734009	-42.782543
4713.079834	-43.439236
4714.425659	-42.404942
4715.771484	-41.533195
4717.117310	-42.498081
4718.463135	-41.340237
4719.808960	-40.464516
4721.154785	-40.437450
4722.500610	-41.349899
4723.846436	-42.114548
4725.192261	-42.027935
4726.538086	-40.779331
4727.883911	-40.948017
4729.229736	-42.813465
4730.575562	-42.025681
4731.921387	-42.447754
4733.267212	-42.160156
4734.613037	-41.893223
4735.958862	-42.403824
4737.304688	-41.880268
4738.650513	-43.157524
4739.996338	-42.817833
4741.342163	-41.442371
4742.687988	-43.140160
4744.033813	-43.608082
4745.379639	-42.463875
4746.725464	-40.789722
4748.071289	-41.198689
4749.417114	-42.000561
4750.762939	-41.020927
4752.108765	-41.634029
4753.454590	-41.898369
4754.800415	-41.707207
4756.146240	-42.311523
4757.492065	-41.036102
4758.837891	-41.392578
4760.183716	-42.450832
4761.529541	-42.627575
4762.875366	-42.071598
4764.221191	-42.519493
4765.567017	-42.862572
4766.912842	-41.748207
4768.258667	-41.002289
4769.604492	-42.098461
4770.950317	-43.279366
4772.296143	-42.434250
4773.641968	-42.316025
4774.987793	-41.139034
4776.333618	-41.549194
4777.679443	-41.272739
4779.025269	-41.214771
4780.371094	-42.337269
4781.716919	-42.935410
4783.062744	-42.005917
4784.408569	-42.002316
4785.754395	-40.997849
4787.100220	-41.070488
4788.446045	-42.141911
4789.791870	-41.530376
4791.137695	-41.943455
4792.483521	-42.068138
4793.829346	-42.199688
4795.175171	-43.275818
4796.520996	-41.933765
4797.866821	-42.094978
4799.212646	-41.545658
4800.558472	-42.601311
4801.904297	-43.333786
4803.250122	-42.148178
4804.595947	-40.854019
4805.941772	-41.531883
4807.287598	-43.150703
4808.633423	-42.890892
4809.979248	-42.529434
4811.325073	-43.310188
4812.670898	-43.314045
4814.016724	-41.770943
4815.362549	-42.594807
4816.708374	-42.838249
4818.054199	-42.326359
4819.400024	-41.387005
4820.745850	-41.476456
4822.091675	-43.242008
4823.437500	-42.214966
4824.783325	-42.396591
4826.129150	-42.659866
4827.474976	-41.289368
4828.820801	-41.093529
4830.166626	-42.730625
4831.512451	-41.389751
4832.858276	-41.106201
4834.204102	-41.236874
4835.549927	-41.444202
4836.895752	-41.273338
4838.241577	-41.949543
4839.587402	-42.266346
4840.933228	-41.982346
4842.279053	-42.022018
4843.624878	-41.661705
4844.970703	-41.810020
4846.316528	-42.010426
4847.662354	-41.498928
4849.008179	-41.258690
4850.354004	-41.261192
4851.699829	-41.558193
4853.045654	-41.380974
4854.391479	-42.146564
4855.737305	-42.454529
4857.083130	-41.954163
4858.428955	-41.840752
4859.774780	-42.781246
4861.120605	-42.494625
4862.466431	-42.521446
4863.812256	-42.030323
4865.158081	-42.071850
4866.503906	-42.190868
4867.849731	-41.857300
4869.195557	-41.732910
4870.541382	-41.628147
4871.887207	-42.521847
4873.233032	-42.306358
4874.578857	-41.262455
4875.924683	-41.238178
4877.270508	-42.760551
4878.616333	-42.377251
4879.962158	-42.419025
4881.307983	-42.235722
4882.653809	-40.869938
4883.999634	-41.233673
4885.345459	-41.932743
4886.691284	-41.750153
4888.037109	-42.036343
4889.382935	-42.019737
4890.728760	-40.835648
4892.074585	-41.194477
4893.420410	-42.588882
4894.766235	-42.196083
4896.112061	-41.519241
4897.457886	-42.054661
4898.803711	-41.850464
4900.149536	-42.010654
4901.495361	-42.154572
4902.841187	-44.312679
4904.187012	-43.193268
4905.532837	-42.063667
4906.878662	-42.332748
4908.224487	-40.665478
4909.570312	-41.088215
4910.916138	-42.422539
4912.261963	-42.176769
4913.607788	-41.869781
4914.953613	-41.548088
4916.299438	-41.942501
4917.645264	-42.936779
4918.991089	-42.580776
4920.336914	-42.619869
4921.682739	-43.483387
4923.028564	-42.507801
4924.374390	-42.443703
4925.720215	-42.759510
4927.066040	-42.453571
4928.411865	-41.678753
4929.757690	-42.554375
4931.103516	-42.384544
4932.449341	-41.927673
4933.795166	-41.832447
4935.140991	-42.197483
4936.486816	-43.234875
4937.832642	-43.127190
4939.178467	-41.191242
4940.524292	-41.164082
4941.870117	-42.297344
4943.215942	-42.984745
4944.561768	-42.390377
4945.907593	-42.016071
4947.253418	-42.121006
4948.599243	-42.971722
4949.945068	-42.977547
4951.290894	-42.118282
4952.636719	-42.498161
4953.982544	-42.171703
4955.328369	-40.422729
4956.674194	-40.628685
4958.020020	-41.683201
4959.365845	-41.877426
4960.711670	-42.214275
4962.057495	-42.135597
4963.403320	-41.078041
4964.749146	-41.854801
4966.094971	-42.698528
4967.440796	-41.777546
4968.786621	-42.285000
4970.132446	-41.916260
4971.478271	-41.787498
4972.824097	-42.177696
4974.169922	-40.804871
4975.515747	-41.598595
4976.861572	-42.632561
4978.207397	-42.799698
4979.553223	-43.386284
4980.899048	-42.372986
4982.244873	-41.149452
4983.590698	-41.331799
4984.936523	-42.902485
4986.282349	-44.008030
4987.628174	-43.562660
4988.973999	-43.010273
4990.319824	-42.844944
4991.665649	-43.042721
4993.011475	-42.453629
4994.357300	-42.228638
4995.703125	-42.040665
4997.048950	-42.502121
4998.394775	-43.631042
4999.740601	-43.360352
5001.086426	-41.056896
5002.432251	-40.240440
5003.778076	-41.340755
5005.123901	-42.305161
5006.469727	-42.239258
5007.815552	-42.673988
5009.161377	-43.215816
5010.507202	-42.793949
5011.853027	-41.870918
5013.198853	-41.943970
5014.544678	-42.055641
5015.890503	-42.318371
5017.236328	-42.506927
5018.582153	-42.596863
5019.927979	-42.520718
5021.273804	-42.416298
5022.619629	-41.842701
5023.965454	-42.341061
5025.311279	-41.801109
5026.657104	-43.217991
5028.002930	-42.332359
5029.348755	-42.600658
5030.694580	-44.082542
5032.040405	-43.050880
5033.386230	-42.671249
5034.732056	-42.096722
5036.077881	-42.055805
5037.423706	-42.620182
5038.769531	-42.303776
5040.115356	-42.230202
5041.461182	-41.101051
5042.807007	-41.388206
5044.152832	-43.247307
5045.498657	-43.322155
5046.844482	-40.988148
5048.190308	-41.618980
5049.536133	-42.964039
5050.881958	-43.659779
5052.227783	-42.925957
5053.573608	-41.891281
5054.919434	-41.646881
5056.265259	-41.613968
5057.611084	-41.183571
5058.956909	-41.292912
5060.302734	-41.247044
5061.648560	-41.389950
5062.994385	-41.555698
5064.340210	-40.897392
5065.686035	-41.317829
5067.031860	-42.350624
5068.377686	-42.651184
5069.723511	-41.657639
5071.069336	-41.220562
5072.415161	-41.974010
5073.760986	-42.025078
5075.106812	-41.647007
5076.452637	-41.043068
5077.798462	-41.398903
5079.144287	-41.085487
5080.490112	-41.368725
5081.835938	-44.146984
5083.181763	-43.266411
5084.527588	-41.839241
5085.873413	-41.383663
5087.219238	-42.965412
5088.565063	-43.860394
5089.910889	-42.667740
5091.256714	-41.796097
5092.602539	-42.017506
5093.948364	-42.774521
5095.294189	-41.890919
5096.640015	-41.007622
5097.985840	-42.393852
5099.331665	-42.843704
5100.677490	-41.335976
5102.023315	-41.763927
5103.369141	-42.408131
5104.714966	-41.665787
5106.060791	-40.949879
5107.406616	-41.172539
5108.752441	-41.999332
5110.098267	-41.519573
5111.444092	-41.952213
5112.789917	-42.105408
5114.135742	-42.371822
5115.481567	-41.785976
5116.827393	-42.230423
5118.173218	-41.948925
5119.519043	-41.757256
5120.864868	-42.818611
5122.210693	-41.356285
5123.556519	-41.869259
5124.902344	-41.722267
5126.248169	-40.882687
5127.593994	-40.928436
5128.939819	-42.001423
5130.285645	-42.549351
5131.631470	-42.328777
5132.977295	-42.823559
5134.323120	-42.255905
5135.668945	-41.817612
5137.014771	-42.031754
5138.360596	-42.106430
5139.706421	-42.258080
5141.052246	-41.745739
5142.398071	-42.292259
5143.743896	-42.523781
5145.089722	-41.889698
5146.435547	-40.884228
5147.781372	-40.782032
5149.127197	-41.887348
5150.473022	-43.337605
5151.818848	-42.516026
5153.164673	-42.427666
5154.510498	-41.912090
5155.856323	-41.913921
5157.202148	-42.508442
5158.547974	-41.624783
5159.893799	-41.419888
5161.239624	-42.378872
5162.585449	-42.003811
5163.931274	-41.993622
5165.277100	-42.525471
5166.622925	-43.155945
5167.968750	-42.044056
5169.314575	-41.467594
5170.660400	-41.328335
5172.006226	-42.234322
5173.352051	-41.542473
5174.697876	-42.478416
5176.043701	-42.317886
5177.389526	-42.896473
5178.735352	-42.294941
5180.081177	-42.477726
5181.427002	-41.446014
5182.772827	-41.372795
5184.118652	-42.503056
5185.464478	-41.761600
5186.810303	-42.101311
5188.156128	-42.703506
5189.501953	-41.998127
5190.847778	-42.047077
5192.193604	-41.841793
5193.539429	-41.317871
5194.885254	-41.584030
5196.231079	-41.410034
5197.576904	-41.297672
5198.922729	-40.988190
5200.268555	-41.599834
5201.614380	-42.428932
5202.960205	-42.878674
5204.306030	-43.107128
5205.651855	-42.252365
5206.997681	-41.893650
5208.343506	-43.209373
5209.689331	-41.585102
5211.035156	-42.346004
5212.380981	-43.558952
5213.726807	-43.831066
5215.072632	-43.733929
5216.418457	-42.524376
5217.764282	-41.216194
5219.110107	-42.988876
5220.455933	-42.762119
5221.801758	-43.024044
5223.147583	-42.393661
5224.493408	-41.165298
5225.839233	-40.918472
5227.185059	-41.080315
5228.530884	-42.433029
5229.876709	-43.646927
5231.222534	-43.106026
5232.568359	-41.414074
5233.914185	-41.698040
5235.260010	-44.145782
5236.605835	-42.798912
5237.951660	-42.569065
5239.297485	-42.181973
5240.643311	-43.011982
5241.989136	-42.678009
5243.334961	-42.141338
5244.680786	-42.029495
5246.026611	-41.541313
5247.372437	-41.659416
5248.718262	-41.728756
5250.064087	-42.004581
5251.409912	-41.041035
5252.755737	-41.964981
5254.101562	-43.962601
5255.447388	-42.895622
5256.793213	-42.424892
5258.139038	-41.141045
5259.484863	-42.108139
5260.830688	-42.559467
5262.176514	-42.983624
5263.522339	-42.848259
5264.868164	-41.348194
5266.213989	-41.144680
5267.559814	-41.366776
5268.905640	-42.104130
5270.251465	-42.057045
5271.597290	-41.199619
5272.943115	-41.176754
5274.288940	-41.811100
5275.634766	-42.202572
5276.980591	-42.791801
5278.326416	-42.767529
5279.672241	-43.639946
5281.018066	-44.260483
5282.363892	-42.150887
5283.709717	-41.037388
5285.055542	-41.617203
5286.401367	-41.170773
5287.747192	-42.476654
5289.093018	-42.409534
5290.438843	-41.896233
5291.784668	-40.850739
5293.130493	-42.568146
5294.476318	-42.363522
5295.822144	-42.361240
5297.167969	-42.948967
5298.513794	-42.362057
5299.859619	-42.762569
5301.205444	-41.502907
5302.551270	-41.653591
5303.897095	-43.429905
5305.242920	-43.080891
5306.588745	-43.408192
5307.934570	-44.264576
5309.280396	-42.745266
5310.626221	-40.746029
5311.972046	-41.214767
5313.317871	-41.692917
5314.663696	-42.272884
5316.009521	-41.694187
5317.355347	-42.043571
5318.701172	-42.790569
5320.046997	-42.606964
5321.392822	-42.464531
5322.738647	-42.316975
5324.084473	-42.688931
5325.430298	-41.943230
5326.776123	-40.751251
5328.121948	-42.270954
5329.467773	-42.185349
5330.813599	-41.018581
5332.159424	-41.126495
5333.505249	-41.689392
5334.851074	-42.423584
5336.196899	-43.445839
5337.542725	-42.313042
5338.888550	-42.018360
5340.234375	-41.172314
5341.580200	-41.623158
5342.926025	-42.806965
5344.271851	-42.817978
5345.617676	-42.580444
5346.963501	-43.377632
5348.309326	-41.427021
5349.655151	-41.319820
5351.000977	-42.763664
5352.346802	-42.694321
5353.692627	-42.109886
5355.038452	-41.443867
5356.384277	-42.522808
5357.730103	-41.080757
5359.075928	-41.886280
5360.421753	-42.995319
5361.767578	-42.172535
5363.113403	-42.569057
5364.459229	-40.470848
5365.805054	-40.428345
5367.150879	-42.121136
5368.496704	-41.272514
5369.842529	-41.548824
5371.188354	-42.652321
5372.534180	-40.657829
5373.880005	-41.026455
5375.225830	-41.763435
5376.571655	-41.492619
5377.917480	-41.292019
5379.263306	-40.168171
5380.609131	-41.178078
5381.954956	-41.841270
5383.300781	-42.538258
5384.646606	-40.951908
5385.992432	-39.897060
5387.338257	-40.974102
5388.684082	-42.853199
5390.029907	-42.513020
5391.375732	-42.288109
5392.721558	-43.390041
5394.067383	-42.498878
5395.413208	-41.569366
5396.759033	-42.424831
5398.104858	-42.687263
5399.450684	-41.565475
5400.796509	-42.764404
5402.142334	-42.650429
5403.488159	-42.674480
5404.833984	-43.265907
5406.179810	-43.578098
5407.525635	-43.178707
5408.871460	-41.544643
5410.217285	-42.057087
5411.563110	-43.441425
5412.908936	-42.634613
5414.254761	-40.908932
5415.600586	-42.047489
5416.946411	-43.927578
5418.292236	-43.153305
5419.638062	-42.371716
5420.983887	-42.449356
5422.329712	-42.931477
5423.675537	-42.681492
5425.021362	-41.862232
5426.367188	-42.705387
5427.713013	-42.123589
5429.058838	-41.778931
5430.404663	-41.403847
5431.750488	-41.438133
5433.096313	-41.614044
5434.442139	-41.898983
5435.787964	-42.931347
5437.133789	-42.327644
5438.479614	-41.822300
5439.825439	-41.030624
5441.171265	-41.220184
5442.517090	-42.584492
5443.862915	-42.935493
5445.208740	-42.692135
5446.554565	-42.066143
5447.900391	-42.229904
5449.246216	-42.079185
5450.592041	-41.895592
5451.937866	-42.005692
5453.283691	-42.385616
5454.629517	-41.524822
5455.975342	-41.100872
5457.321167	-41.346104
5458.666992	-41.480000
5460.012817	-43.136696
5461.358643	-42.866909
5462.704468	-41.371357
5464.050293	-41.496353
5465.396118	-42.504482
5466.741943	-41.493286
5468.087769	-41.010921
5469.433594	-41.281372
5470.779419	-42.740547
5472.125244	-41.768612
5473.471069	-40.765114
5474.816895	-40.947273
5476.162720	-42.443577
5477.508545	-42.830956
5478.854370	-41.269142
5480.200195	-40.297012
5481.546021	-40.768524
5482.891846	-42.223427
5484.237671	-43.275002
5485.583496	-41.608547
5486.929321	-42.087292
5488.275146	-42.856552
5489.620972	-43.216991
5490.966797	-43.219608
5492.312622	-42.155491
5493.658447	-41.207489
5495.004272	-41.645058
5496.350098	-42.618828
5497.695923	-41.658981
5499.041748	-42.953056
5500.387573	-43.177048
5501.733398	-42.617588
5503.079224	-41.553764
5504.425049	-41.794270
5505.770874	-42.871544
5507.116699	-42.293446
5508.462524	-41.788441
5509.808350	-41.303864
5511.154175	-41.645538
5512.500000	-42.600483
5513.845825	-41.121502
5515.191650	-41.490826
5516.537476	-41.798767
5517.883301	-42.708012
5519.229126	-42.213146
5520.574951	-42.285263
5521.920776	-42.115463
5523.266602	-43.089314
5524.612427	-42.574741
5525.958252	-42.435940
5527.304077	-41.251049
5528.649902	-41.438732
5529.995728	-42.162029
5531.341553	-42.932049
5532.687378	-41.421314
5534.033203	-41.419327
5535.379028	-42.909370
5536.724854	-43.369911
5538.070679	-41.820374
5539.416504	-41.792339
5540.762329	-42.977039
5542.108154	-41.959171
5543.453979	-42.456940
5544.799805	-42.329987
5546.145630	-41.603420
5547.491455	-41.746792
5548.837280	-41.475975
5550.183105	-42.257919
5551.528931	-43.850014
5552.874756	-43.157619
5554.220581	-41.499954
5555.566406	-42.232594
5556.912231	-42.633183
5558.258057	-41.517231
5559.603882	-40.925159
5560.949707	-40.730152
5562.295532	-41.220253
5563.641357	-40.428070
5564.987183	-40.379032
5566.333008	-41.228916
5567.678833	-42.478397
5569.024658	-41.279594
5570.370483	-41.413967
5571.716309	-42.105667
5573.062134	-41.923473
5574.407959	-42.897221
5575.753784	-43.460266
5577.099609	-42.356667
5578.445435	-41.363342
5579.791260	-41.418499
5581.137085	-42.545410
5582.482910	-41.751148
5583.828735	-41.843147
5585.174561	-41.736553
5586.520386	-41.965744
5587.866211	-42.314251
5589.212036	-43.197609
5590.557861	-42.274513
5591.903687	-42.616531
5593.249512	-42.391369
5594.595337	-42.657906
5595.941162	-42.882359
5597.286987	-42.099575
5598.632812	-41.509182
5599.978638	-42.171253
5601.324463	-41.846268
5602.670288	-42.157139
5604.016113	-42.721363
5605.361938	-42.089516
5606.707764	-42.733292
5608.053589	-41.747906
5609.399414	-41.970261
5610.745239	-42.233547
5612.091064	-42.191425
5613.436890	-42.519230
5614.782715	-43.067184
5616.128540	-41.619015
5617.474365	-43.291370
5618.820190	-42.431286
5620.166016	-41.415470
5621.511841	-41.064789
5622.857666	-41.417454
5624.203491	-42.524269
5625.549316	-43.197689
5626.895142	-43.504620
5628.240967	-43.962784
5629.586792	-42.236374
5630.932617	-42.047428
5632.278442	-42.517975
5633.624268	-41.683578
5634.970093	-41.874744
5636.315918	-41.415936
5637.661743	-42.277752
5639.007568	-42.558983
5640.353394	-42.341530
5641.699219	-42.172878
5643.045044	-42.909733
5644.390869	-42.286655
5645.736694	-41.645760
5647.082520	-41.932930
5648.428345	-43.224876
5649.774170	-43.289715
5651.119995	-41.757240
5652.465820	-41.306889
5653.811646	-42.849854
5655.157471	-42.825191
5656.503296	-41.684196
5657.849121	-42.183968
5659.194946	-42.257256
5660.540771	-41.709080
5661.886597	-41.982750
5663.232422	-41.825897
5664.578247	-42.703220
5665.924072	-42.774448
5667.269897	-42.610481
5668.615723	-43.214561
5669.961548	-43.220715
5671.307373	-42.115936
5672.653198	-42.081478
5673.999023	-41.193375
5675.344849	-41.085773
5676.690674	-41.207211
5678.036499	-42.311531
5679.382324	-43.576458
5680.728149	-43.312557
5682.073975	-42.408119
5683.419800	-42.149960
5684.765625	-41.892372
5686.111450	-41.962307
5687.457275	-43.533520
5688.803101	-42.901615
5690.148926	-41.159752
5691.494751	-42.196751
5692.840576	-42.145420
5694.186401	-42.475922
5695.532227	-41.862610
5696.878052	-43.226372
5698.223877	-42.536697
5699.569702	-40.911011
5700.915527	-41.343613
5702.261353	-41.049751
5703.607178	-41.400219
5704.953003	-42.324505
5706.298828	-42.004456
5707.644653	-41.940346
5708.990479	-41.686825
5710.336304	-42.283188
5711.682129	-41.059837
5713.027954	-41.330727
5714.373779	-42.003971
5715.719604	-41.446556
5717.065430	-42.442936
5718.411255	-42.951302
5719.757080	-42.480824
5721.102905	-42.258327
5722.448730	-42.550568
5723.794556	-42.082005
5725.140381	-42.615383
5726.486206	-44.975605
5727.832031	-43.684769
5729.177856	-43.189445
5730.523682	-41.784206
5731.869507	-41.553967
5733.215332	-43.159233
5734.561157	-41.846462
5735.906982	-42.327927
5737.252808	-42.197025
5738.598633	-41.796780
5739.944458	-41.843811
5741.290283	-41.921413
5742.636108	-42.821106
5743.981934	-42.552834
5745.327759	-42.309074
5746.673584	-42.110680
5748.019409	-42.055328
5749.365234	-41.657665
5750.711060	-41.913158
5752.056885	-42.373867
5753.402710	-41.809330
5754.748535	-41.728111
5756.094360	-41.948540
5757.440186	-41.281605
5758.786011	-43.004971
5760.131836	-42.567299
5761.477661	-41.438812
5762.823486	-40.846821
5764.169312	-41.612873
5765.515137	-42.158123
5766.860962	-42.537956
5768.206787	-42.806431
5769.552612	-43.849922
5770.898438	-43.110401
5772.244263	-43.378159
5773.590088	-42.209957
5774.935913	-42.499088
5776.281738	-42.602482
5777.627563	-41.882339
5778.973389	-42.037556
5780.319214	-42.600624
5781.665039	-42.400879
5783.010864	-42.436764
5784.356689	-42.677677
5785.702515	-41.605072
5787.048340	-42.392586
5788.394165	-42.865337
5789.739990	-42.888096
5791.085815	-42.565914
5792.431641	-42.113327
5793.777466	-41.690731
5795.123291	-41.602051
5796.469116	-42.137077
5797.814941	-41.345776
5799.160767	-41.216991
5800.506592	-42.313984
5801.852417	-43.173367
5803.198242	-42.335587
5804.544067	-41.906136
5805.889893	-41.335724
5807.235718	-41.405396
5808.581543	-40.522011
5809.927368	-41.517975
5811.273193	-41.872574
5812.619019	-42.190536
5813.964844	-42.425133
5815.310669	-42.883209
5816.656494	-43.574806
5818.002319	-42.817528
